,fc,bw,c42,c63,t,P
0,484248224.0,10714.375,0.011766164563596249,-0.08568892627954483,6.0326385498046875,30.226348876953125
1,484261952.0,11059.25,-0.006557273678481579,0.00090655597159639,5.1153717041015625,30.05126190185547
2,484249792.0,38223.0,-0.030724262818694115,-0.0047125788405537605,41.586910247802734,37.26960372924805
3,484234816.0,6765.75,-0.014384521171450615,-0.01718645915389061,2.0382416248321533,30.28141975402832
4,484014912.0,46616.25,-0.08084522932767868,0.08359584957361221,49.429588317871094,39.15998077392578
5,483999872.0,15914.625,-0.022972384467720985,-0.03462668135762215,21.72647476196289,37.42107391357422
6,483985632.0,11140.625,0.034797266125679016,-0.04346760734915733,49.587684631347656,32.72208023071289
7,483758208.0,5351.375,0.03461671248078346,-0.11681424826383591,1.236669898033142,27.618465423583984
8,483760768.0,12663.5,-0.008156194351613522,-0.055656302720308304,2.6171875,33.42087173461914
9,483747936.0,6924.625,-0.008460219949483871,0.028116008266806602,7.931698799133301,31.115360260009766
10,483734464.0,6393.75,0.01075296476483345,-0.06127006560564041,3.727822780609131,30.769384384155273
11,479998496.0,5475.375,0.0029242136515676975,-0.016280310228466988,1.9801139831542969,28.88170051574707
12,476309568.0,7110.625,0.015542862936854362,-0.04587102308869362,11.167886734008789,31.95392608642578
13,476309888.0,6637.875,0.00953738484531641,-0.0168730728328228,5.386105537414551,31.958452224731445
14,476310208.0,4746.875,0.004734352231025696,-0.024659808725118637,2.5474860668182373,29.183523178100586
15,476310304.0,5882.25,0.001468052389100194,-0.05110108479857445,4.352353096008301,29.048097610473633
16,469637216.0,6893.625,0.02346794493496418,-0.030950745567679405,1.0173568725585938,32.350372314453125
17,469637120.0,7420.625,0.10290203243494034,0.07678638398647308,1.0600799322128296,32.468963623046875
18,469636736.0,6192.25,0.044610362499952316,0.06022975221276283,1.9253997802734375,32.30520248413086
19,469475328.0,11838.125,3.522151470184326,-0.9812028408050537,49.75499725341797,53.47932815551758
20,468800288.0,3975.75,-0.13658198714256287,0.09339898824691772,49.57168960571289,32.05736541748047
21,468362816.0,8780.75,0.09316420555114746,-0.5104047060012817,1.6768157482147217,35.6478271484375
22,467813056.0,9083.0,0.059835996478796005,-0.015215952880680561,3.4382996559143066,36.56687545776367
23,467813472.0,8618.0,-0.21710003912448883,0.2188185751438141,7.132840156555176,38.46187973022461
24,467737664.0,11260.75,0.6523635387420654,-1.055232286453247,7.55963134765625,37.08256149291992
25,467738368.0,6841.3125,0.1561749130487442,-0.2575690448284149,1.8072723150253296,34.478721618652344
26,467038144.0,9604.1875,0.024625416845083237,-0.611556887626648,9.138174057006836,37.17497634887695
27,464999552.0,5696.25,-0.019884763285517693,-0.0578325092792511,0.775585949420929,31.093097686767578
28,464999968.0,8083.25,0.016332749277353287,-0.06217904016375542,3.5099854469299316,34.12763977050781
29,465000736.0,13742.6875,2.293304681777954,-2.2844974994659424,3.4144577980041504,45.65668869018555
30,464999968.0,8788.5,0.12857608497142792,-0.23389208316802979,2.573896884918213,34.518428802490234
31,465000736.0,13364.875,2.178471326828003,-2.509003162384033,2.612541913986206,46.28351974487305
32,464711840.0,10745.375,7.446127891540527,68.1924819946289,3.4694457054138184,40.51656723022461
33,464712544.0,10968.1875,2.266427755355835,-1.3186030387878418,6.823754787445068,43.56145095825195
34,464712160.0,10007.1875,2.8993520736694336,11.491708755493164,2.035015821456909,40.41135025024414
35,464712576.0,10402.4375,0.9283240437507629,-3.952467679977417,1.0011520385742188,45.19095230102539
36,464712768.0,11702.5,3.9355175495147705,17.038354873657227,1.4979171752929688,39.77543258666992
37,464712352.0,10762.8125,3.4049220085144043,3.417587995529175,3.578009843826294,41.583213806152344
38,464712096.0,11061.1875,2.7915194034576416,-1.3009332418441772,2.0350699424743652,43.732269287109375
39,464712128.0,8567.625,4.323025226593018,18.98533821105957,1.6260826587677002,40.536521911621094
40,464712384.0,9859.9375,1.2893407344818115,-4.000093936920166,1.2851812839508057,43.61157989501953
41,464664640.0,5436.625,0.06184425204992294,-0.23487509787082672,1.0023009777069092,29.945951461791992
42,464646944.0,24524.875,-0.364572674036026,0.40929824113845825,2.615338087081909,61.45376968383789
43,464646912.0,25619.5625,-0.351125568151474,0.2445792257785797,2.457253932952881,61.50233459472656
44,464275936.0,7542.6875,0.31590256094932556,-1.2911523580551147,6.9963788986206055,40.13512420654297
45,464188192.0,8412.625,1.2957016229629517,-2.7780439853668213,1.6283477544784546,38.7206916809082
46,464187616.0,8565.6875,1.2549680471420288,-2.4571735858917236,0.9833526611328125,38.87883758544922
47,464188160.0,9646.8125,1.7053598165512085,-1.6117335557937622,3.134197950363159,38.20384979248047
48,464187744.0,8565.6875,2.017591714859009,-2.218370199203491,3.1507086753845215,39.2142219543457
49,464007968.0,6118.625,0.005374774802476168,-0.005413936451077461,49.443111419677734,32.602760314941406
50,463996512.0,5952.0,-0.011968144215643406,0.06694819033145905,49.287330627441406,30.50322723388672
51,462738048.0,7228.8125,-0.11700702458620071,0.06902553141117096,21.907026290893555,36.39286804199219
52,460387232.0,9441.4375,0.5581548810005188,1.4943844079971313,48.207008361816406,34.08012008666992
53,458887552.0,10749.25,1.6321895122528076,5.714951038360596,11.528768539428711,35.76835250854492
54,458888032.0,8860.1875,0.12917467951774597,0.05636744573712349,6.12689208984375,34.33359909057617
55,458887520.0,10007.1875,2.1272025108337402,7.022642612457275,11.868183135986328,36.30210494995117
56,458790944.0,15023.375,1.399664044380188,8.91624927520752,49.49272537231445,37.802818298339844
57,458712672.0,12045.4375,1.8697113990783691,-1.6970680952072144,6.124590873718262,39.30849075317383
58,458713248.0,12679.0,1.8236353397369385,0.22913652658462524,4.2967071533203125,41.234962463378906
59,458712992.0,11475.8125,2.0414860248565674,-1.926746129989624,2.707183837890625,40.123756408691406
60,458714752.0,6422.8125,1.2785786390304565,-2.7339258193969727,0.5881759524345398,39.989322662353516
61,458713312.0,12196.5625,1.2126960754394531,-1.4727956056594849,4.353055477142334,40.861106872558594
62,458325440.0,13068.4375,0.8081178069114685,-1.9544677734375,2.3506789207458496,49.65458297729492
63,458286752.0,10185.4375,1.4158726930618286,-3.687072515487671,0.999829113483429,45.58144760131836
64,458287136.0,8315.75,2.474649429321289,-1.6320850849151611,0.9605468511581421,46.592105865478516
65,458288384.0,11369.25,1.7573577165603638,-3.1967008113861084,12.36523723602295,43.42406463623047
66,458286912.0,10235.8125,1.1474659442901611,-3.3575994968414307,0.8628624081611633,44.376224517822266
67,458212704.0,8106.5,-0.06444822251796722,-0.9275782704353333,0.9916046261787415,45.30113220214844
68,458161312.0,11349.875,1.0808802843093872,-5.045280456542969,4.42962646484375,51.41920852661133
69,455428288.0,21180.75,-0.2549692690372467,0.3621502220630646,49.510345458984375,42.583152770996094
70,455126624.0,14105.0,2.827387571334839,22.249540328979492,49.24742889404297,38.266292572021484
71,453486528.0,11911.75,3.982029438018799,97.2238540649414,49.175235748291016,35.560428619384766
72,453412800.0,7502.0,0.044705960899591446,0.026103293523192406,3.9963760375976562,33.880714416503906
