,fc,bw,c42,c63,t,P
73,453412192.0,6207.75,0.044664401561021805,-0.06414007395505905,0.48870545625686646,34.36882781982422
74,453412960.0,7035.0625,0.026782173663377762,-0.05675851181149483,1.4384628534317017,34.11011505126953
75,453412064.0,5781.5,0.05012541264295578,-0.07728048413991928,1.6098648309707642,31.072107315063477
76,453412480.0,6767.6875,0.025254350155591965,0.005818687379360199,2.234377384185791,33.57807159423828
77,453188928.0,6641.75,0.03661937266588211,0.02044740319252014,1.6726287603378296,33.93621826171875
78,453187968.0,6639.8125,0.05168609321117401,0.05644318461418152,0.6197860836982727,33.78861618041992
79,453187616.0,7244.3125,0.05960434302687645,0.002793662017211318,1.1069427728652954,33.91176223754883
80,453188896.0,6750.25,0.05741630494594574,-0.15778785943984985,0.7722015380859375,33.902748107910156
81,450362048.0,50623.0,-0.04876469075679779,-0.0025522923097014427,49.52729797363281,47.42067337036133
82,448007136.0,5904.53125,-0.07821036130189896,0.08666348457336426,5.450918674468994,32.23643493652344
83,448007584.0,5483.125,0.006152321584522724,0.17005912959575653,1.316650390625,31.59676170349121
84,447997312.0,7442.90625,-0.009644413366913795,0.023543013259768486,49.2601318359375,34.48221206665039
85,448007328.0,6055.65625,-0.034453991800546646,0.017877763137221336,17.999618530273438,34.52381134033203
86,448007360.0,5786.34375,-0.04442702233791351,0.03016231581568718,3.001800537109375,31.899860382080078
87,448007456.0,5960.71875,-0.019628256559371948,0.012293045409023762,2.833604335784912,30.762266159057617
88,448007328.0,5436.625,-0.006897336337715387,-0.2538200914859772,0.5283912420272827,31.30945587158203
89,448006944.0,6052.75,-0.028012806549668312,-0.0021144812926650047,1.437691569328308,31.635900497436523
90,440449152.0,11445.78125,0.04692133143544197,-0.04813581332564354,49.48352813720703,34.33009719848633
91,440314592.0,19855.984375,2.654951333999634,8.239413261413574,49.55131530761719,40.1483039855957
92,436505312.0,12668.828125,0.699074923992157,-2.035090923309326,6.145819187164307,41.867889404296875
